left_eye,forehead,right_eye,nose_bridge,left_cheek,right_cheek,nose,mouth
0.37,0.1,0.59,0.11,0.0,0.14,0.17,0.8
0.29,0.2,0.51,0.11,0.06,0.1,0.67,1.0
0.35,0.1,0.59,0.0,0.0,0.1,0.5,0.9
0.41,0.0,0.55,0.17,0.08,0.17,0.0,0.95
0.41,0.0,0.59,0.11,0.14,0.26,0.0,0.6
0.49,0.0,0.67,0.0,0.06,0.07,0.5,0.55
0.35,0.0,0.47,0.11,0.11,0.24,0.0,0.75
0.35,0.0,0.45,0.33,0.22,0.36,0.08,0.65
0.29,0.0,0.63,0.28,0.19,0.31,0.25,0.55
0.84,0.3,0.65,0.17,0.64,0.07,1.0,0.8
0.84,0.6,0.76,0.06,0.56,0.07,1.0,1.0
0.82,0.1,0.65,0.06,0.61,0.19,1.0,0.9
0.86,0.3,0.73,0.0,0.56,0.19,1.0,0.8
0.84,0.4,0.84,0.0,0.53,0.19,1.0,1.0
0.12,0.0,0.24,0.06,0.0,0.0,0.0,0.45
0.12,0.0,0.2,0.06,0.0,0.0,0.0,0.55
0.18,0.0,0.16,0.11,0.0,0.0,0.0,0.55
0.18,0.0,0.31,0.11,0.0,0.0,0.0,0.55
0.12,0.0,0.24,0.06,0.0,0.0,0.0,0.4
0.14,0.0,0.16,0.06,0.03,0.0,0.0,0.8
0.92,0.4,0.92,0.06,0.11,0.21,0.42,0.55
0.86,0.2,0.84,0.06,0.14,0.17,0.58,0.35
0.9,0.5,0.96,0.06,0.03,0.12,0.58,0.55
0.82,0.2,0.94,0.06,0.25,0.17,0.33,0.5
0.88,0.4,0.94,0.0,0.11,0.0,0.67,0.3
0.8,0.2,0.8,0.11,0.19,0.14,0.67,0.05
0.31,0.4,0.45,0.0,0.0,0.02,0.0,0.4
0.33,0.0,0.45,0.06,0.0,0.0,0.0,0.1
0.41,0.4,0.51,0.22,0.0,0.02,0.0,0.45
0.35,0.4,0.41,0.11,0.0,0.0,0.0,0.3
0.35,0.1,0.45,0.17,0.0,0.0,0.0,0.05
0.55,0.2,0.59,0.22,0.0,0.1,0.0,0.5
0.31,0.1,0.39,0.11,0.0,0.0,0.0,0.75
0.31,0.0,0.55,0.06,0.0,0.0,0.0,0.35
0.43,0.1,0.57,0.22,0.03,0.0,0.0,0.85
0.37,0.0,0.53,0.22,0.03,0.0,0.0,0.75
0.29,0.2,0.41,0.22,0.03,0.0,0.0,0.3
0.37,0.0,0.49,0.06,0.0,0.0,0.0,0.45
0.14,0.0,0.27,0.0,0.0,0.0,0.0,0.5
0.2,0.0,0.37,0.0,0.0,0.0,0.0,0.35
0.29,0.1,0.47,0.0,0.0,0.1,0.25,0.4
0.31,0.0,0.45,0.0,0.0,0.02,0.08,0.3
0.76,0.4,0.73,0.17,0.22,0.12,0.83,0.7
0.65,0.3,0.8,0.17,0.28,0.19,0.83,0.5
0.69,0.0,0.78,0.11,0.14,0.07,1.0,0.8
0.73,0.2,0.8,0.33,0.22,0.14,0.83,0.75
0.65,0.1,0.69,0.44,0.28,0.19,0.67,0.55
0.33,0.1,0.24,0.56,0.19,0.02,0.08,0.7
0.43,0.1,0.31,0.56,0.19,0.02,0.08,0.4
0.22,0.0,0.18,0.17,0.0,0.05,0.25,0.5
0.29,0.2,0.2,0.33,0.11,0.07,0.25,0.7
0.33,0.1,0.37,0.33,0.0,0.07,0.17,0.55
0.43,0.0,0.47,0.28,0.03,0.02,0.5,0.65
0.31,0.5,0.35,0.0,0.0,0.02,0.08,0.5
0.39,0.2,0.43,0.28,0.0,0.07,0.0,0.0
0.37,0.0,0.53,0.11,0.0,0.0,0.42,0.5
0.41,0.3,0.53,0.28,0.14,0.0,0.08,0.45
0.39,0.0,0.49,0.28,0.06,0.0,0.08,0.2
0.51,0.1,0.53,0.17,0.03,0.02,0.33,1.0
0.59,0.0,0.73,0.22,0.11,0.17,0.5,0.95
0.53,0.2,0.55,0.22,0.11,0.05,0.75,0.75
0.57,0.1,0.63,0.11,0.11,0.1,0.83,0.4
