left_eye,forehead,right_eye,nose_bridge,left_cheek,right_cheek,nose,mouth
0.8,0.2,0.63,0.11,0.47,0.29,0.42,0.4
0.84,0.2,0.63,0.11,0.5,0.29,0.58,0.45
0.67,0.1,0.53,0.11,0.5,0.26,0.5,0.3
0.61,0.2,0.47,0.11,0.08,0.0,0.17,0.5
0.47,0.0,0.45,0.0,0.14,0.0,0.25,0.4
0.59,0.4,0.45,0.22,0.33,0.07,1.0,0.75
0.61,0.4,0.41,0.17,0.31,0.1,1.0,0.6
0.51,0.4,0.55,0.22,0.25,0.05,1.0,0.5
0.65,0.2,0.43,0.17,0.28,0.02,0.92,0.75
0.76,0.1,0.59,0.0,0.14,0.0,0.83,0.8
0.55,0.4,0.51,0.22,0.28,0.05,1.0,0.75
0.82,0.2,0.57,0.22,0.5,0.02,1.0,0.7
0.61,0.4,0.37,0.11,0.17,0.05,1.0,0.65
0.78,0.2,0.55,0.22,0.58,0.1,1.0,0.45
0.45,0.1,0.53,0.0,0.17,0.05,0.92,0.7
0.45,0.2,0.59,0.0,0.17,0.07,1.0,0.6
0.49,0.0,0.65,0.0,0.14,0.1,1.0,0.55
0.86,0.1,0.65,0.11,0.42,0.0,0.33,0.8
0.76,0.4,0.65,0.22,0.39,0.0,0.0,0.65
0.82,0.3,0.71,0.22,0.39,0.0,0.25,0.85
0.88,0.3,0.65,0.17,0.31,0.02,0.33,1.0
0.86,0.2,0.59,0.22,0.33,0.0,0.25,0.75
0.88,0.1,0.67,0.11,0.39,0.0,0.5,0.8
0.88,0.1,0.71,0.11,0.53,0.12,0.67,0.7
0.73,0.3,0.71,0.22,0.69,0.14,0.25,0.25
0.76,0.3,0.73,0.11,0.61,0.14,0.33,0.65
0.76,0.1,0.63,0.17,0.58,0.1,0.25,0.25
0.84,0.1,0.67,0.11,0.5,0.14,0.42,0.45
0.86,0.2,0.71,0.11,0.44,0.19,0.42,0.65
0.8,0.3,0.55,0.22,0.11,0.02,1.0,0.75
0.67,0.5,0.47,0.33,0.17,0.07,1.0,0.65
0.78,0.5,0.47,0.33,0.33,0.07,1.0,0.85
0.82,0.2,0.49,0.22,0.19,0.02,1.0,0.75
0.76,0.4,0.49,0.22,0.44,0.24,1.0,0.35
0.55,0.4,0.45,0.33,0.53,0.31,0.83,0.35
0.86,0.4,0.59,0.11,0.31,0.21,1.0,0.5
0.76,0.2,0.59,0.17,0.42,0.29,1.0,0.4
0.71,0.5,0.55,0.28,0.58,0.31,1.0,0.5
1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0
0.76,0.2,0.71,0.33,0.81,0.48,0.92,0.85
0.76,0.7,0.78,0.11,0.08,0.0,0.0,0.3
0.73,0.9,0.73,0.11,0.03,0.07,0.0,0.25
0.76,0.7,0.73,0.0,0.08,0.0,0.5,0.7
0.78,0.9,0.69,0.11,0.14,0.07,0.33,0.55
0.8,1.0,0.8,0.06,0.11,0.07,0.58,0.55
0.69,0.6,0.63,0.17,0.78,0.33,0.33,0.5
0.71,0.7,0.71,0.22,0.61,0.33,0.58,0.3
0.71,0.5,0.71,0.22,0.67,0.29,0.42,0.2
