left_eye,forehead,right_eye,nose_bridge,left_cheek,right_cheek,nose,mouth
0.84,0.4,0.9,0.06,0.22,0.19,0.67,0.85
0.84,0.5,0.8,0.06,0.22,0.14,0.75,0.95
0.92,0.3,0.92,0.5,0.67,0.55,1.0,0.6
0.94,0.6,0.92,0.56,0.64,0.48,1.0,0.7
0.9,0.6,0.9,0.5,0.67,0.48,1.0,0.55
0.9,0.4,0.88,0.56,0.69,0.5,1.0,0.55
0.45,0.5,0.49,0.39,0.19,0.05,0.42,0.95
0.51,0.4,0.57,0.56,0.22,0.14,0.25,0.95
0.43,0.6,0.53,0.44,0.28,0.12,0.08,0.9
0.47,0.6,0.43,0.44,0.36,0.1,0.33,0.95
0.59,0.1,0.57,0.39,0.17,0.07,0.42,0.8
0.73,0.1,0.78,0.11,0.33,0.36,0.75,0.9
0.69,0.1,0.65,0.06,0.25,0.12,0.75,1.0
0.65,0.1,0.8,0.33,0.33,0.36,0.83,0.85
0.67,0.3,0.82,0.39,0.06,0.26,0.17,0.6
0.63,0.4,0.82,0.39,0.11,0.24,0.17,0.85
0.65,0.4,0.71,0.39,0.08,0.0,0.42,0.95
0.57,0.5,0.61,0.33,0.17,0.02,0.5,0.9
0.63,0.5,0.84,0.44,0.08,0.17,0.08,0.9
0.71,0.6,0.9,0.5,0.11,0.21,0.25,1.0
0.59,0.3,0.67,0.33,0.06,0.0,0.25,0.95
0.98,0.2,0.51,0.11,0.72,0.1,0.5,0.65
0.94,0.1,0.29,0.11,0.72,0.14,0.42,0.5
0.59,0.0,0.69,0.17,0.03,0.05,0.75,0.75
0.57,0.2,0.57,0.22,0.03,0.02,0.25,0.65
0.49,0.2,0.55,0.17,0.06,0.07,0.42,0.8
0.94,0.3,0.49,0.17,0.72,0.0,0.33,0.65
0.98,0.2,0.53,0.17,0.69,0.0,0.5,0.75
1.0,0.2,0.59,0.11,0.67,0.0,0.58,0.8
0.57,0.1,0.67,0.44,0.08,0.02,0.5,0.85
0.45,0.0,0.55,0.33,0.19,0.6,0.33,0.85
0.49,0.2,0.55,0.39,0.19,0.67,0.33,1.0
0.49,0.1,0.55,0.39,0.11,0.38,0.67,0.85
0.39,0.2,0.53,0.17,0.03,0.26,0.42,1.0
0.41,0.3,0.53,0.5,0.14,0.48,0.5,1.0
0.47,0.1,0.51,0.22,0.08,0.1,0.42,0.8
0.49,0.0,0.57,0.22,0.06,0.1,0.67,0.95
0.49,0.0,0.51,0.11,0.14,0.12,0.67,0.8
0.45,0.0,0.63,0.39,0.19,0.5,0.58,0.55
0.63,0.1,0.76,0.5,0.17,0.1,0.83,0.75
0.69,0.0,0.78,0.56,0.11,0.1,0.83,0.8
0.63,0.1,0.78,0.5,0.14,0.12,0.58,0.8
0.67,0.2,0.76,0.5,0.11,0.1,0.42,0.85
0.71,0.2,0.73,0.67,0.08,0.14,0.42,0.9
0.71,0.0,0.84,0.61,0.08,0.02,0.67,1.0
0.73,0.1,0.78,0.17,0.0,0.02,0.67,0.6
0.61,0.2,0.65,0.17,0.0,0.05,0.33,0.8
0.73,0.2,0.65,0.22,0.11,0.0,0.67,0.55
0.73,0.0,0.65,0.22,0.08,0.0,0.5,0.5
0.73,0.0,0.67,0.22,0.11,0.0,0.58,0.45
0.76,0.0,0.69,0.22,0.11,0.02,0.83,0.7
0.61,0.0,0.63,0.5,0.06,0.0,0.0,0.95
0.47,0.1,0.43,0.33,0.08,0.0,0.08,0.35
0.69,0.1,0.63,0.78,0.08,0.0,0.0,0.75
0.67,0.0,0.71,0.67,0.11,0.07,0.08,0.8
0.39,0.2,0.51,0.56,0.22,0.1,0.83,1.0
0.41,0.3,0.43,0.72,0.31,0.17,0.67,0.95
0.45,0.2,0.59,0.61,0.25,0.1,0.67,0.95
0.43,0.2,0.45,0.72,0.33,0.17,0.92,1.0
0.43,0.3,0.37,0.61,0.22,0.36,0.75,0.85
0.51,0.3,0.55,0.67,0.17,0.36,0.67,1.0
0.18,0.0,0.31,0.11,0.08,0.0,0.0,0.8
0.24,0.0,0.2,0.11,0.11,0.0,0.0,0.8
0.24,0.0,0.24,0.17,0.06,0.0,0.0,0.7
0.16,0.0,0.27,0.17,0.08,0.0,0.0,0.9
0.47,0.2,0.37,0.28,0.19,0.26,0.25,0.9
0.35,0.4,0.41,0.22,0.08,0.24,0.08,0.85
0.55,0.2,0.41,0.22,0.31,0.05,0.58,1.0
0.47,0.1,0.37,0.39,0.31,0.0,0.25,1.0
0.45,0.2,0.24,0.17,0.28,0.0,0.0,0.95
0.69,0.2,0.8,0.33,0.19,0.24,1.0,1.0
0.65,0.6,0.65,0.17,0.28,0.31,1.0,0.85
0.67,0.4,0.71,0.0,0.06,0.14,1.0,1.0
0.69,0.6,0.73,0.28,0.44,0.45,1.0,0.6
0.65,0.3,0.76,0.39,0.42,0.5,0.83,0.4
0.61,0.2,0.63,0.0,0.08,0.12,1.0,0.8
0.45,0.3,0.47,0.11,0.17,0.17,1.0,0.6
0.59,0.2,0.51,0.0,0.06,0.1,1.0,1.0
0.53,0.1,0.69,0.0,0.08,0.1,1.0,0.75
0.57,0.1,0.61,0.0,0.22,0.24,1.0,0.5
0.55,0.1,0.59,0.0,0.11,0.21,1.0,0.55
0.63,0.2,0.47,0.0,0.25,0.24,1.0,0.6
0.49,0.1,0.57,0.0,0.19,0.17,1.0,0.55
0.73,0.4,0.39,0.33,0.58,0.02,0.08,0.75
0.82,0.2,0.55,0.22,0.64,0.02,0.33,0.95
0.67,0.6,0.43,0.28,0.5,0.02,0.08,0.95
0.69,0.2,0.39,0.28,0.64,0.12,0.25,0.75
0.65,0.2,0.41,0.28,0.64,0.07,0.08,0.6
0.67,0.5,0.33,0.22,0.5,0.07,0.17,0.7
0.51,0.2,0.63,0.11,0.0,0.0,0.25,0.65
0.51,0.3,0.57,0.11,0.0,0.0,0.33,0.8
0.51,0.1,0.63,0.0,0.03,0.0,0.08,0.55
0.53,0.2,0.59,0.11,0.0,0.0,0.25,0.8
0.47,0.4,0.47,0.22,0.06,0.0,0.08,0.4
0.51,0.1,0.61,0.0,0.08,0.0,0.08,0.65
0.37,0.1,0.59,0.11,0.0,0.14,0.17,0.8
0.29,0.2,0.51,0.11,0.06,0.1,0.67,1.0
0.35,0.1,0.59,0.0,0.0,0.1,0.5,0.9
0.41,0.0,0.55,0.17,0.08,0.17,0.0,0.95
0.41,0.0,0.59,0.11,0.14,0.26,0.0,0.6
0.49,0.0,0.67,0.0,0.06,0.07,0.5,0.55
0.35,0.0,0.47,0.11,0.11,0.24,0.0,0.75
0.35,0.0,0.45,0.33,0.22,0.36,0.08,0.65
0.29,0.0,0.63,0.28,0.19,0.31,0.25,0.55
0.84,0.3,0.65,0.17,0.64,0.07,1.0,0.8
0.84,0.6,0.76,0.06,0.56,0.07,1.0,1.0
0.82,0.1,0.65,0.06,0.61,0.19,1.0,0.9
0.86,0.3,0.73,0.0,0.56,0.19,1.0,0.8
0.84,0.4,0.84,0.0,0.53,0.19,1.0,1.0
0.12,0.0,0.24,0.06,0.0,0.0,0.0,0.45
0.12,0.0,0.2,0.06,0.0,0.0,0.0,0.55
0.18,0.0,0.16,0.11,0.0,0.0,0.0,0.55
0.18,0.0,0.31,0.11,0.0,0.0,0.0,0.55
0.12,0.0,0.24,0.06,0.0,0.0,0.0,0.4
0.14,0.0,0.16,0.06,0.03,0.0,0.0,0.8
0.92,0.4,0.92,0.06,0.11,0.21,0.42,0.55
0.86,0.2,0.84,0.06,0.14,0.17,0.58,0.35
0.9,0.5,0.96,0.06,0.03,0.12,0.58,0.55
0.82,0.2,0.94,0.06,0.25,0.17,0.33,0.5
0.88,0.4,0.94,0.0,0.11,0.0,0.67,0.3
0.8,0.2,0.8,0.11,0.19,0.14,0.67,0.05
0.31,0.4,0.45,0.0,0.0,0.02,0.0,0.4
0.33,0.0,0.45,0.06,0.0,0.0,0.0,0.1
0.41,0.4,0.51,0.22,0.0,0.02,0.0,0.45
0.35,0.4,0.41,0.11,0.0,0.0,0.0,0.3
0.35,0.1,0.45,0.17,0.0,0.0,0.0,0.05
0.55,0.2,0.59,0.22,0.0,0.1,0.0,0.5
0.31,0.1,0.39,0.11,0.0,0.0,0.0,0.75
0.31,0.0,0.55,0.06,0.0,0.0,0.0,0.35
0.43,0.1,0.57,0.22,0.03,0.0,0.0,0.85
0.37,0.0,0.53,0.22,0.03,0.0,0.0,0.75
0.29,0.2,0.41,0.22,0.03,0.0,0.0,0.3
0.37,0.0,0.49,0.06,0.0,0.0,0.0,0.45
0.14,0.0,0.27,0.0,0.0,0.0,0.0,0.5
0.2,0.0,0.37,0.0,0.0,0.0,0.0,0.35
0.29,0.1,0.47,0.0,0.0,0.1,0.25,0.4
0.31,0.0,0.45,0.0,0.0,0.02,0.08,0.3
0.76,0.4,0.73,0.17,0.22,0.12,0.83,0.7
0.65,0.3,0.8,0.17,0.28,0.19,0.83,0.5
0.69,0.0,0.78,0.11,0.14,0.07,1.0,0.8
0.73,0.2,0.8,0.33,0.22,0.14,0.83,0.75
0.65,0.1,0.69,0.44,0.28,0.19,0.67,0.55
0.33,0.1,0.24,0.56,0.19,0.02,0.08,0.7
0.43,0.1,0.31,0.56,0.19,0.02,0.08,0.4
0.22,0.0,0.18,0.17,0.0,0.05,0.25,0.5
0.29,0.2,0.2,0.33,0.11,0.07,0.25,0.7
0.33,0.1,0.37,0.33,0.0,0.07,0.17,0.55
0.43,0.0,0.47,0.28,0.03,0.02,0.5,0.65
0.31,0.5,0.35,0.0,0.0,0.02,0.08,0.5
0.39,0.2,0.43,0.28,0.0,0.07,0.0,0.0
0.37,0.0,0.53,0.11,0.0,0.0,0.42,0.5
0.41,0.3,0.53,0.28,0.14,0.0,0.08,0.45
0.39,0.0,0.49,0.28,0.06,0.0,0.08,0.2
0.51,0.1,0.53,0.17,0.03,0.02,0.33,1.0
0.59,0.0,0.73,0.22,0.11,0.17,0.5,0.95
0.53,0.2,0.55,0.22,0.11,0.05,0.75,0.75
0.57,0.1,0.63,0.11,0.11,0.1,0.83,0.4
0.88,0.5,0.8,0.06,0.67,0.36,1.0,1.0
0.84,0.2,0.71,0.11,0.67,0.43,1.0,1.0
0.69,0.5,0.76,0.0,0.56,0.24,1.0,1.0
0.88,0.4,0.71,0.11,0.72,0.6,1.0,1.0
0.53,0.1,0.63,0.11,0.03,0.02,0.08,0.55
0.47,0.1,0.55,0.11,0.06,0.14,0.17,0.75
0.49,0.1,0.73,0.11,0.03,0.0,0.08,0.15
0.47,0.2,0.63,0.11,0.03,0.17,0.08,0.45
0.53,0.1,0.8,0.11,0.06,0.02,0.08,0.05
0.55,0.1,0.73,0.0,0.0,0.05,0.08,0.2
0.43,0.1,0.55,0.06,0.0,0.0,0.0,0.55
0.51,0.1,0.49,0.11,0.03,0.0,0.0,0.85
0.2,0.2,0.39,0.06,0.0,0.0,0.0,0.45
0.45,0.0,0.39,0.06,0.0,0.0,0.0,0.55
0.37,0.0,0.49,0.06,0.0,0.0,0.0,0.7
0.27,0.0,0.29,0.0,0.0,0.0,0.0,0.1
0.43,0.1,0.39,0.17,0.03,0.02,0.17,0.6
0.47,0.0,0.51,0.28,0.0,0.0,0.08,0.4
0.41,0.1,0.35,0.06,0.06,0.0,0.5,0.7
0.45,0.1,0.51,0.22,0.0,0.0,0.25,0.7
0.43,0.0,0.49,0.28,0.0,0.0,0.17,0.45
0.37,0.0,0.37,0.22,0.14,0.1,1.0,0.65
0.37,0.0,0.57,0.28,0.11,0.12,1.0,0.5
0.41,0.0,0.49,0.22,0.17,0.05,1.0,0.55
0.35,0.0,0.41,0.22,0.17,0.1,1.0,0.6
0.27,0.0,0.29,0.11,0.25,0.29,1.0,0.5
0.41,0.0,0.49,0.28,0.17,0.1,1.0,0.5
0.96,0.2,0.53,0.0,0.56,0.14,0.42,0.35
0.98,0.4,0.61,0.0,0.56,0.21,0.5,0.35
0.96,0.2,0.65,0.06,0.53,0.14,0.33,0.35
0.98,0.5,0.57,0.11,0.58,0.0,0.33,0.6
0.98,0.4,0.63,0.06,0.64,0.0,0.5,0.8
0.96,0.4,0.59,0.11,0.56,0.0,0.42,0.8
0.98,0.4,0.61,0.11,0.56,0.0,0.42,0.65
0.76,0.2,0.27,0.11,0.58,0.02,0.25,0.85
0.73,0.2,0.33,0.11,0.58,0.02,0.33,0.9
0.78,0.2,0.29,0.11,0.61,0.0,0.25,0.65
0.88,0.2,0.27,0.11,0.53,0.0,0.5,0.75
0.71,0.1,0.39,0.06,0.53,0.31,0.5,0.75
0.71,0.1,0.24,0.11,0.64,0.26,0.42,0.8
0.8,0.0,0.27,0.11,0.53,0.12,0.42,0.6
0.78,0.1,0.29,0.0,0.5,0.14,0.5,0.7
0.8,0.2,0.37,0.33,0.61,0.05,0.0,0.75
0.88,0.3,0.45,0.33,0.58,0.05,0.08,0.7
0.69,0.2,0.31,0.22,0.75,0.17,0.17,0.45
0.73,0.2,0.39,0.17,0.69,0.1,0.5,0.55
0.76,0.3,0.39,0.11,0.67,0.0,0.33,0.85
0.65,0.3,0.35,0.11,0.5,0.0,0.42,0.9
0.94,0.2,0.33,0.11,0.69,0.14,0.5,0.85
0.71,0.3,0.47,0.11,0.67,0.19,0.42,0.8
0.94,0.3,0.73,0.11,0.75,0.38,0.67,0.9
0.71,0.3,0.43,0.11,0.36,0.0,0.17,0.85
0.69,0.4,0.55,0.11,0.28,0.0,0.17,0.9
0.59,0.4,0.49,0.17,0.28,0.0,0.08,1.0
0.76,0.3,0.41,0.11,0.5,0.0,0.17,0.55
0.71,0.4,0.53,0.11,0.5,0.02,0.17,0.9
0.65,0.3,0.37,0.17,0.58,0.02,0.17,0.7
0.9,0.4,0.53,0.17,1.0,0.02,0.25,0.45
0.94,0.7,0.71,0.22,0.94,0.02,0.25,0.65
0.78,0.0,0.53,0.33,0.94,0.02,0.33,0.45
0.82,0.4,0.57,0.22,0.89,0.07,0.25,0.3
0.73,0.1,0.49,0.39,0.89,0.1,0.58,0.45
0.96,0.4,0.69,0.17,0.42,0.0,0.17,0.6
0.94,0.5,0.63,0.22,0.64,0.0,0.0,0.45
0.96,0.4,0.65,0.17,0.56,0.0,0.08,0.6
0.98,0.5,0.65,0.22,0.83,0.0,0.08,0.4
0.98,0.8,0.63,0.28,0.83,0.0,0.25,0.65
0.94,0.5,0.49,0.33,0.89,0.0,0.33,0.4
0.9,0.3,0.51,0.11,0.89,0.0,0.25,0.8
0.92,0.2,0.39,0.17,0.86,0.0,0.17,0.65
0.96,0.2,0.49,0.11,0.86,0.0,0.42,0.75
0.9,0.3,0.39,0.22,0.69,0.0,0.33,0.65
0.92,0.0,0.31,0.11,0.72,0.0,0.33,0.7
0.94,0.2,0.71,0.22,0.78,0.0,0.25,0.75
0.94,0.2,0.61,0.17,0.64,0.0,0.08,0.6
0.94,0.1,0.55,0.17,0.81,0.0,0.25,0.75
0.88,0.2,0.65,0.17,0.78,0.0,0.33,0.5
0.88,0.1,0.57,0.11,0.78,0.05,0.42,0.6
0.88,0.4,0.55,0.11,0.81,0.0,0.33,0.65
0.94,0.4,0.55,0.11,0.83,0.0,0.33,0.65
0.9,0.6,0.57,0.44,0.67,0.26,0.75,0.65
0.92,0.2,0.67,0.39,0.61,0.17,0.67,0.8
0.78,0.5,0.49,0.06,0.69,0.19,0.33,0.6
0.88,0.2,0.37,0.0,0.67,0.29,0.67,0.65
0.92,0.2,0.35,0.0,0.75,0.21,0.58,0.45
0.88,0.2,0.41,0.06,0.78,0.17,0.33,0.3
0.88,0.2,0.37,0.06,0.75,0.0,0.25,0.6
0.9,0.2,0.45,0.11,0.75,0.0,0.25,0.6
0.51,1.0,0.53,0.22,0.75,0.1,0.17,0.65
0.65,0.7,0.45,0.33,0.81,0.07,0.25,0.45
0.45,0.6,0.67,0.17,0.75,0.19,0.42,0.65
0.53,0.9,0.53,0.17,0.89,0.36,0.33,0.45
0.55,0.4,0.57,0.39,0.81,0.19,0.33,0.4
0.86,0.3,0.29,0.11,0.64,0.0,0.08,0.65
0.8,0.3,0.24,0.11,0.61,0.02,0.25,0.95
0.71,0.4,0.31,0.06,0.5,0.0,0.08,0.55
0.71,0.4,0.27,0.22,0.81,0.29,0.33,0.35
0.78,0.6,0.27,0.22,0.89,0.26,0.58,0.55
0.67,0.4,0.27,0.22,0.75,0.19,0.42,0.4
0.9,0.6,0.65,0.11,0.78,0.1,0.75,0.8
0.96,0.3,0.8,0.11,0.75,0.24,0.83,0.95
0.67,0.6,0.57,0.11,0.86,0.45,0.75,0.25
0.76,0.6,0.57,0.17,0.83,0.55,0.75,0.4
0.88,0.4,0.71,0.0,0.67,0.38,0.67,0.4
0.94,0.5,0.8,0.11,0.81,0.55,1.0,0.6
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.69,0.5,0.49,0.22,0.47,0.0,0.33,0.85
0.61,0.2,0.35,0.11,0.36,0.0,0.33,0.8
0.59,0.3,0.39,0.11,0.39,0.07,0.17,0.8
0.69,0.5,0.57,0.11,0.5,0.0,0.25,0.7
0.61,0.6,0.47,0.11,0.56,0.0,0.17,0.7
0.69,0.5,0.37,0.22,0.58,0.43,0.58,0.55
0.69,0.4,0.53,0.17,0.58,0.4,0.42,0.7
0.67,0.5,0.39,0.17,0.58,0.45,0.75,0.7
0.61,0.5,0.29,0.22,0.58,0.36,0.67,0.55
0.76,0.2,0.43,0.22,0.56,0.38,0.5,0.65
0.55,0.3,0.51,0.11,0.06,0.0,0.0,0.35
0.51,0.3,0.37,0.11,0.11,0.0,0.0,0.6
0.51,0.3,0.43,0.06,0.11,0.05,0.17,0.5
0.53,0.3,0.39,0.11,0.08,0.0,0.0,0.25
0.61,0.3,0.41,0.28,0.42,0.19,0.92,0.8
0.45,0.4,0.33,0.39,0.53,0.24,0.58,0.5
0.57,0.2,0.2,0.11,0.5,0.33,0.83,0.65
0.63,0.6,0.31,0.17,0.5,0.02,0.75,0.65
0.55,0.3,0.27,0.22,0.53,0.02,0.75,0.7
0.98,0.2,0.8,0.11,0.11,0.0,0.17,0.6
0.84,0.3,0.65,0.11,0.25,0.0,0.5,0.55
0.94,0.3,0.86,0.06,0.17,0.0,0.33,0.8
0.96,0.1,0.69,0.11,0.19,0.0,0.08,0.45
0.8,0.3,0.71,0.11,0.64,0.24,0.67,0.35
0.88,0.1,0.8,0.11,0.61,0.14,0.5,0.25
0.84,0.1,0.73,0.11,0.61,0.14,0.67,0.3
0.84,0.1,0.63,0.11,0.53,0.14,0.67,0.3
0.73,0.3,0.33,0.06,0.72,0.02,0.17,0.35
0.82,0.3,0.35,0.06,0.78,0.02,0.17,0.35
0.71,0.3,0.33,0.0,0.75,0.0,0.17,0.4
0.76,0.4,0.39,0.11,0.75,0.0,0.25,0.7
0.92,0.2,0.73,0.22,0.58,0.0,0.58,0.75
0.92,0.2,0.76,0.06,0.47,0.0,0.67,0.8
0.86,0.2,0.63,0.11,0.33,0.0,0.25,0.8
0.88,0.0,0.71,0.0,0.36,0.0,0.67,0.65
0.82,0.4,0.65,0.11,0.28,0.0,0.25,0.8
0.88,0.2,0.61,0.22,0.64,0.07,0.25,1.0
0.92,0.1,0.65,0.17,0.61,0.07,0.58,0.9
0.71,1.0,0.63,0.17,0.0,0.0,0.33,0.8
0.63,0.7,0.53,0.11,0.0,0.02,0.0,0.3
0.57,0.5,0.51,0.11,0.0,0.02,0.25,0.4
0.92,0.5,0.49,0.33,0.67,0.0,0.25,0.9
1.0,0.9,0.39,0.22,0.83,0.07,0.25,0.8
0.82,0.4,0.24,0.22,0.78,0.14,0.58,0.65
0.92,0.4,0.33,0.22,0.64,0.12,0.33,0.85
0.76,0.4,0.22,0.22,0.69,0.07,0.5,0.6
0.8,0.2,0.63,0.11,0.47,0.29,0.42,0.4
0.84,0.2,0.63,0.11,0.5,0.29,0.58,0.45
0.67,0.1,0.53,0.11,0.5,0.26,0.5,0.3
0.61,0.2,0.47,0.11,0.08,0.0,0.17,0.5
0.47,0.0,0.45,0.0,0.14,0.0,0.25,0.4
0.59,0.4,0.45,0.22,0.33,0.07,1.0,0.75
0.61,0.4,0.41,0.17,0.31,0.1,1.0,0.6
0.51,0.4,0.55,0.22,0.25,0.05,1.0,0.5
0.65,0.2,0.43,0.17,0.28,0.02,0.92,0.75
0.76,0.1,0.59,0.0,0.14,0.0,0.83,0.8
0.55,0.4,0.51,0.22,0.28,0.05,1.0,0.75
0.82,0.2,0.57,0.22,0.5,0.02,1.0,0.7
0.61,0.4,0.37,0.11,0.17,0.05,1.0,0.65
0.78,0.2,0.55,0.22,0.58,0.1,1.0,0.45
0.45,0.1,0.53,0.0,0.17,0.05,0.92,0.7
0.45,0.2,0.59,0.0,0.17,0.07,1.0,0.6
0.49,0.0,0.65,0.0,0.14,0.1,1.0,0.55
0.86,0.1,0.65,0.11,0.42,0.0,0.33,0.8
0.76,0.4,0.65,0.22,0.39,0.0,0.0,0.65
0.82,0.3,0.71,0.22,0.39,0.0,0.25,0.85
0.88,0.3,0.65,0.17,0.31,0.02,0.33,1.0
0.86,0.2,0.59,0.22,0.33,0.0,0.25,0.75
0.88,0.1,0.67,0.11,0.39,0.0,0.5,0.8
0.88,0.1,0.71,0.11,0.53,0.12,0.67,0.7
0.73,0.3,0.71,0.22,0.69,0.14,0.25,0.25
0.76,0.3,0.73,0.11,0.61,0.14,0.33,0.65
0.76,0.1,0.63,0.17,0.58,0.1,0.25,0.25
0.84,0.1,0.67,0.11,0.5,0.14,0.42,0.45
0.86,0.2,0.71,0.11,0.44,0.19,0.42,0.65
0.8,0.3,0.55,0.22,0.11,0.02,1.0,0.75
0.67,0.5,0.47,0.33,0.17,0.07,1.0,0.65
0.78,0.5,0.47,0.33,0.33,0.07,1.0,0.85
0.82,0.2,0.49,0.22,0.19,0.02,1.0,0.75
0.76,0.4,0.49,0.22,0.44,0.24,1.0,0.35
0.55,0.4,0.45,0.33,0.53,0.31,0.83,0.35
0.86,0.4,0.59,0.11,0.31,0.21,1.0,0.5
0.76,0.2,0.59,0.17,0.42,0.29,1.0,0.4
0.71,0.5,0.55,0.28,0.58,0.31,1.0,0.5
1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0
0.76,0.2,0.71,0.33,0.81,0.48,0.92,0.85
0.76,0.7,0.78,0.11,0.08,0.0,0.0,0.3
0.73,0.9,0.73,0.11,0.03,0.07,0.0,0.25
0.76,0.7,0.73,0.0,0.08,0.0,0.5,0.7
0.78,0.9,0.69,0.11,0.14,0.07,0.33,0.55
0.8,1.0,0.8,0.06,0.11,0.07,0.58,0.55
0.69,0.6,0.63,0.17,0.78,0.33,0.33,0.5
0.71,0.7,0.71,0.22,0.61,0.33,0.58,0.3
0.71,0.5,0.71,0.22,0.67,0.29,0.42,0.2
0.73,0.8,0.78,0.11,0.61,0.36,0.42,0.25
0.8,1.0,0.78,0.11,0.56,0.36,0.42,0.2
0.51,0.3,0.47,0.11,0.11,0.0,0.0,0.45
0.67,0.1,0.57,0.0,0.11,0.02,0.5,0.4
0.45,0.0,0.37,0.11,0.14,0.0,0.08,0.1
0.61,0.0,0.55,0.0,0.03,0.0,0.67,0.65
0.53,0.0,0.49,0.0,0.03,0.0,0.42,0.45
0.57,0.1,0.57,0.11,0.08,0.0,0.25,0.5
0.63,0.2,0.57,0.11,0.11,0.0,0.33,0.55
0.9,0.2,0.63,0.11,0.11,0.0,0.5,0.7
0.92,0.0,0.41,0.17,0.14,0.0,0.33,0.4
0.86,0.2,0.47,0.11,0.31,0.0,0.17,0.3
0.88,0.3,0.63,0.06,0.17,0.0,0.58,0.6
0.86,0.3,0.59,0.0,0.36,0.0,0.58,0.45
0.86,0.1,0.51,0.06,0.44,0.0,0.33,0.3
0.86,0.2,0.49,0.0,0.28,0.0,0.58,0.3
0.78,0.5,0.59,0.5,0.53,0.02,0.25,0.6
0.71,0.5,0.57,0.5,0.39,0.0,0.17,0.55
0.63,0.6,0.49,0.28,0.31,0.0,0.0,0.5
0.76,0.2,0.59,0.39,0.39,0.4,0.67,0.7
0.84,0.4,0.61,0.44,0.61,0.4,0.58,0.6
0.76,0.2,0.43,0.22,0.36,0.12,1.0,0.85
0.84,0.0,0.41,0.17,0.33,0.07,1.0,1.0
0.82,0.2,0.53,0.22,0.31,0.1,1.0,1.0
0.82,0.3,0.55,0.17,0.28,0.02,1.0,0.9
0.82,0.4,0.53,0.22,0.39,0.02,1.0,0.9
0.86,0.2,0.43,0.17,0.33,0.02,1.0,0.95
0.78,0.2,0.31,0.17,0.42,0.02,0.92,0.9
0.9,0.2,0.61,0.22,0.92,0.0,0.75,0.9
0.8,0.3,0.63,0.11,0.47,0.0,0.5,1.0
0.76,0.1,0.49,0.17,0.67,0.21,0.58,0.5
0.82,0.2,0.63,0.17,0.78,0.26,0.75,0.6
0.84,0.6,0.55,0.22,0.19,0.0,0.42,0.9
0.88,0.6,0.67,0.22,0.36,0.0,0.75,0.8
0.98,0.2,0.82,0.17,0.31,0.05,0.75,0.75
0.88,0.6,0.69,0.22,0.5,0.12,0.83,0.7
