left_eye,forehead,right_eye,nose_bridge,left_cheek,right_cheek,nose,mouth
0.84,0.4,0.9,0.06,0.22,0.19,0.67,0.85
0.84,0.5,0.8,0.06,0.22,0.14,0.75,0.95
0.92,0.3,0.92,0.5,0.67,0.55,1.0,0.6
0.94,0.6,0.92,0.56,0.64,0.48,1.0,0.7
0.9,0.6,0.9,0.5,0.67,0.48,1.0,0.55
0.9,0.4,0.88,0.56,0.69,0.5,1.0,0.55
0.45,0.5,0.49,0.39,0.19,0.05,0.42,0.95
0.51,0.4,0.57,0.56,0.22,0.14,0.25,0.95
0.43,0.6,0.53,0.44,0.28,0.12,0.08,0.9
0.47,0.6,0.43,0.44,0.36,0.1,0.33,0.95
0.59,0.1,0.57,0.39,0.17,0.07,0.42,0.8
0.73,0.1,0.78,0.11,0.33,0.36,0.75,0.9
0.69,0.1,0.65,0.06,0.25,0.12,0.75,1.0
0.65,0.1,0.8,0.33,0.33,0.36,0.83,0.85
0.67,0.3,0.82,0.39,0.06,0.26,0.17,0.6
0.63,0.4,0.82,0.39,0.11,0.24,0.17,0.85
0.65,0.4,0.71,0.39,0.08,0.0,0.42,0.95
0.57,0.5,0.61,0.33,0.17,0.02,0.5,0.9
0.63,0.5,0.84,0.44,0.08,0.17,0.08,0.9
0.71,0.6,0.9,0.5,0.11,0.21,0.25,1.0
0.59,0.3,0.67,0.33,0.06,0.0,0.25,0.95
0.98,0.2,0.51,0.11,0.72,0.1,0.5,0.65
0.94,0.1,0.29,0.11,0.72,0.14,0.42,0.5
0.59,0.0,0.69,0.17,0.03,0.05,0.75,0.75
0.57,0.2,0.57,0.22,0.03,0.02,0.25,0.65
0.49,0.2,0.55,0.17,0.06,0.07,0.42,0.8
0.94,0.3,0.49,0.17,0.72,0.0,0.33,0.65
0.98,0.2,0.53,0.17,0.69,0.0,0.5,0.75
1.0,0.2,0.59,0.11,0.67,0.0,0.58,0.8
0.57,0.1,0.67,0.44,0.08,0.02,0.5,0.85
0.45,0.0,0.55,0.33,0.19,0.6,0.33,0.85
0.49,0.2,0.55,0.39,0.19,0.67,0.33,1.0
0.49,0.1,0.55,0.39,0.11,0.38,0.67,0.85
0.39,0.2,0.53,0.17,0.03,0.26,0.42,1.0
0.41,0.3,0.53,0.5,0.14,0.48,0.5,1.0
0.47,0.1,0.51,0.22,0.08,0.1,0.42,0.8
0.49,0.0,0.57,0.22,0.06,0.1,0.67,0.95
0.49,0.0,0.51,0.11,0.14,0.12,0.67,0.8
0.45,0.0,0.63,0.39,0.19,0.5,0.58,0.55
0.63,0.1,0.76,0.5,0.17,0.1,0.83,0.75
0.69,0.0,0.78,0.56,0.11,0.1,0.83,0.8
0.63,0.1,0.78,0.5,0.14,0.12,0.58,0.8
0.67,0.2,0.76,0.5,0.11,0.1,0.42,0.85
0.71,0.2,0.73,0.67,0.08,0.14,0.42,0.9
0.71,0.0,0.84,0.61,0.08,0.02,0.67,1.0
0.73,0.1,0.78,0.17,0.0,0.02,0.67,0.6
0.61,0.2,0.65,0.17,0.0,0.05,0.33,0.8
0.73,0.2,0.65,0.22,0.11,0.0,0.67,0.55
0.73,0.0,0.65,0.22,0.08,0.0,0.5,0.5
0.73,0.0,0.67,0.22,0.11,0.0,0.58,0.45
0.76,0.0,0.69,0.22,0.11,0.02,0.83,0.7
0.61,0.0,0.63,0.5,0.06,0.0,0.0,0.95
0.47,0.1,0.43,0.33,0.08,0.0,0.08,0.35
0.69,0.1,0.63,0.78,0.08,0.0,0.0,0.75
0.67,0.0,0.71,0.67,0.11,0.07,0.08,0.8
0.39,0.2,0.51,0.56,0.22,0.1,0.83,1.0
0.41,0.3,0.43,0.72,0.31,0.17,0.67,0.95
0.65,0.0,0.43,0.11,0.14,0.0,0.67,0.8
