left_eye,forehead,right_eye,nose_bridge,left_cheek,right_cheek,nose,mouth
0.59,0.4,0.49,0.17,0.28,0.0,0.08,1.0
0.76,0.3,0.41,0.11,0.5,0.0,0.17,0.55
0.71,0.4,0.53,0.11,0.5,0.02,0.17,0.9
0.65,0.3,0.37,0.17,0.58,0.02,0.17,0.7
0.9,0.4,0.53,0.17,1.0,0.02,0.25,0.45
0.94,0.7,0.71,0.22,0.94,0.02,0.25,0.65
0.78,0.0,0.53,0.33,0.94,0.02,0.33,0.45
0.82,0.4,0.57,0.22,0.89,0.07,0.25,0.3
0.73,0.1,0.49,0.39,0.89,0.1,0.58,0.45
0.96,0.4,0.69,0.17,0.42,0.0,0.17,0.6
0.94,0.5,0.63,0.22,0.64,0.0,0.0,0.45
0.96,0.4,0.65,0.17,0.56,0.0,0.08,0.6
0.98,0.5,0.65,0.22,0.83,0.0,0.08,0.4
0.98,0.8,0.63,0.28,0.83,0.0,0.25,0.65
0.94,0.5,0.49,0.33,0.89,0.0,0.33,0.4
0.9,0.3,0.51,0.11,0.89,0.0,0.25,0.8
0.92,0.2,0.39,0.17,0.86,0.0,0.17,0.65
0.96,0.2,0.49,0.11,0.86,0.0,0.42,0.75
0.9,0.3,0.39,0.22,0.69,0.0,0.33,0.65
0.92,0.0,0.31,0.11,0.72,0.0,0.33,0.7
0.94,0.2,0.71,0.22,0.78,0.0,0.25,0.75
0.94,0.2,0.61,0.17,0.64,0.0,0.08,0.6
0.94,0.1,0.55,0.17,0.81,0.0,0.25,0.75
0.88,0.2,0.65,0.17,0.78,0.0,0.33,0.5
0.88,0.1,0.57,0.11,0.78,0.05,0.42,0.6
0.88,0.4,0.55,0.11,0.81,0.0,0.33,0.65
0.94,0.4,0.55,0.11,0.83,0.0,0.33,0.65
0.9,0.6,0.57,0.44,0.67,0.26,0.75,0.65
0.92,0.2,0.67,0.39,0.61,0.17,0.67,0.8
0.78,0.5,0.49,0.06,0.69,0.19,0.33,0.6
0.88,0.2,0.37,0.0,0.67,0.29,0.67,0.65
0.92,0.2,0.35,0.0,0.75,0.21,0.58,0.45
0.88,0.2,0.41,0.06,0.78,0.17,0.33,0.3
0.88,0.2,0.37,0.06,0.75,0.0,0.25,0.6
0.9,0.2,0.45,0.11,0.75,0.0,0.25,0.6
0.51,1.0,0.53,0.22,0.75,0.1,0.17,0.65
0.65,0.7,0.45,0.33,0.81,0.07,0.25,0.45
0.45,0.6,0.67,0.17,0.75,0.19,0.42,0.65
0.53,0.9,0.53,0.17,0.89,0.36,0.33,0.45
0.55,0.4,0.57,0.39,0.81,0.19,0.33,0.4
0.86,0.3,0.29,0.11,0.64,0.0,0.08,0.65
0.8,0.3,0.24,0.11,0.61,0.02,0.25,0.95
0.71,0.4,0.31,0.06,0.5,0.0,0.08,0.55
0.71,0.4,0.27,0.22,0.81,0.29,0.33,0.35
0.78,0.6,0.27,0.22,0.89,0.26,0.58,0.55
0.67,0.4,0.27,0.22,0.75,0.19,0.42,0.4
0.9,0.6,0.65,0.11,0.78,0.1,0.75,0.8
