left_eye,forehead,right_eye,nose_bridge,left_cheek,right_cheek,nose,mouth
0.53,0.4,0.65,0.28,0.08,0.02,0.0,0.1
0.96,0.6,0.24,0.17,0.0,0.0,0.0,0.0
0.41,0.0,0.53,0.0,0.0,0.1,0.0,0.0
0.96,0.5,0.2,0.22,1.0,0.0,0.83,1.0
0.84,0.2,0.88,0.89,1.0,1.0,1.0,1.0
0.31,0.1,0.27,0.22,0.14,0.26,0.58,0.7
0.78,0.7,0.65,0.11,0.42,0.45,0.17,0.4
0.67,0.4,0.69,0.28,0.36,0.4,0.5,0.55
0.63,0.6,0.47,0.44,0.56,0.5,0.42,0.75
0.8,0.4,0.43,0.61,0.31,0.29,0.67,1.0
0.69,0.0,0.29,0.11,0.64,0.38,0.5,0.6
0.69,0.1,0.39,0.33,0.75,0.31,1.0,0.7
0.98,1.0,0.31,0.39,0.78,0.07,0.83,0.55
0.73,0.3,0.61,0.5,0.44,0.33,0.58,0.7
0.84,0.6,0.88,0.39,0.0,0.12,0.08,0.1
0.86,0.9,0.69,0.11,0.08,0.05,0.33,0.25
0.67,0.4,1.0,0.22,0.17,0.14,0.58,0.05
0.84,0.1,0.61,0.44,0.69,0.64,0.67,0.55
0.84,0.2,0.59,0.33,0.33,0.71,0.75,0.55
0.57,0.1,0.67,0.61,0.31,0.33,1.0,0.95
0.49,0.0,0.84,0.5,0.69,1.0,1.0,0.7
0.65,0.3,0.73,0.0,0.17,0.29,0.25,0.25
0.94,0.7,0.82,0.78,0.78,0.05,0.58,0.25
0.86,0.3,1.0,0.44,0.28,0.5,0.75,1.0
0.55,0.0,0.94,0.39,0.64,0.6,1.0,0.9
0.55,0.1,0.94,0.67,0.25,0.0,0.58,0.65
0.59,0.1,0.8,0.5,0.58,0.45,0.67,0.5
0.84,0.6,0.86,0.5,0.64,0.52,0.5,0.8
0.88,0.2,1.0,0.39,0.33,1.0,1.0,0.45
0.53,0.1,0.88,0.61,0.81,0.98,1.0,1.0
0.67,0.1,0.41,0.5,0.31,0.0,0.42,0.65
0.86,0.0,0.35,0.56,0.69,0.31,1.0,0.8
0.45,0.1,0.8,0.33,0.61,0.0,0.58,0.7
0.35,0.0,0.24,0.11,0.56,0.5,0.33,0.45
0.82,0.3,0.45,0.17,0.58,0.45,1.0,0.85
0.94,0.0,0.27,0.22,0.94,0.38,0.25,1.0
0.71,0.5,0.8,1.0,0.47,0.98,1.0,1.0
0.63,0.3,1.0,0.11,0.44,0.43,0.25,0.5
1.0,1.0,0.98,1.0,1.0,0.95,1.0,1.0
0.86,0.0,0.59,0.0,0.17,0.14,0.0,0.2
1.0,0.9,0.33,0.61,0.97,0.0,0.92,0.8
1.0,1.0,0.18,0.22,0.47,0.0,0.17,0.25
0.57,0.1,1.0,0.5,0.25,1.0,0.83,0.8
1.0,0.2,0.96,0.0,0.67,0.79,0.33,0.6
0.88,0.2,0.0,0.0,0.78,0.31,0.42,1.0
