left_eye,forehead,right_eye,nose_bridge,left_cheek,right_cheek,nose,mouth
0.73,0.5,0.35,0.72,0.56,0.17,0.83,0.35
0.49,0.1,0.43,0.33,0.44,0.19,1.0,1.0
0.94,0.0,0.51,0.28,0.69,0.43,0.42,0.25
0.69,0.4,0.39,0.06,0.5,0.43,0.33,0.6
0.55,0.2,0.43,0.0,0.17,0.43,0.17,0.4
0.65,0.2,0.43,0.0,0.36,0.36,0.17,0.4
0.35,0.2,0.29,0.0,0.06,0.0,0.0,0.3
0.41,0.1,0.27,0.0,0.0,0.26,0.0,0.45
0.53,0.2,0.27,0.11,0.06,0.0,0.0,0.15
0.57,0.2,0.41,0.0,0.0,0.0,0.0,0.5
0.86,0.9,0.78,0.83,0.5,0.55,0.33,1.0
0.45,0.2,0.39,0.0,0.06,0.02,0.0,0.5
0.57,0.2,0.43,0.0,0.06,0.07,0.0,0.3
0.33,0.0,0.55,0.0,0.17,0.05,0.08,0.1
0.96,0.3,0.39,0.72,0.78,0.52,1.0,1.0
1.0,1.0,0.71,0.56,0.58,0.69,0.67,0.5
0.65,0.5,0.49,0.39,0.64,0.67,1.0,1.0
0.84,0.3,0.8,0.5,0.25,0.17,0.5,1.0
0.94,0.1,0.57,0.44,0.17,0.17,0.5,1.0
0.57,0.0,0.76,0.44,0.17,0.24,0.5,1.0
0.9,0.3,0.69,0.33,0.22,0.33,1.0,1.0
0.71,0.6,0.94,0.5,0.42,0.48,1.0,1.0
0.86,0.5,0.86,0.67,0.42,0.55,1.0,1.0
0.84,0.3,0.8,0.61,0.58,0.43,1.0,1.0
0.98,1.0,1.0,0.89,0.83,0.67,1.0,1.0
0.98,1.0,1.0,0.78,0.81,0.67,1.0,1.0
1.0,0.7,1.0,0.61,0.5,0.5,1.0,1.0
1.0,0.6,0.96,0.33,0.69,0.6,1.0,1.0
0.55,0.2,0.49,0.44,0.31,0.29,0.5,1.0
0.63,0.0,0.78,0.11,0.03,0.31,0.08,0.55
0.08,0.0,0.0,0.11,0.19,0.0,0.67,0.85
0.57,0.2,0.98,0.33,0.56,1.0,1.0,1.0
0.57,0.6,0.49,0.0,0.5,0.57,0.67,0.7
0.57,0.6,0.57,0.0,0.5,0.5,0.5,0.7
0.57,0.6,0.53,0.0,0.53,0.43,0.5,0.7
0.57,0.4,0.45,0.0,0.67,0.43,0.5,0.7
0.69,0.4,0.43,0.0,0.67,0.43,0.83,1.0
